id,date,num_day_of_week,day_of_week,plays,likes,comments,reach,saved,shares,total_interactions,permalink,caption,hashtags,hour posted
17886799856375215,2021-10-02,5,Sat,679,31,0,632,3,3,37,https://www.instagram.com/reel/CWjCsyWJDCc/,"Pumpkin Spiced Latte 🎃 

#pumpkin #pumpkinspice #pumpkinspicelatte #pumpkinseason #coffee #latte #latteartgram #coffeelover",8,15
17969388235454046,2021-09-27,0,Mon,4009,172,8,5077,6,7,193,https://www.instagram.com/reel/CW-3oFVv6l1/,"Spicy Pineapple Margarita 🌶 🍍 

-ice
-jalapeño slices
-lime juice
-tequila
-pineapple slices 
-simple syrup 
-shake
-chamoy and tajin rim
Serve on ice 🧊 🍹 

#margarita #mixologist #tequila #pineapplemargarita #margaritas #mixology #cocktails #jalapenomargarita #spicymargarita",9,22
17909834540091494,2021-09-23,3,Thurs,3927,128,0,4066,4,5,137,https://www.instagram.com/reel/CXHjUSlgmiw/,"Ginger Latte

-ice
-coffee
-ginger extract
-simple syrup
-milk

#latte #latteartgram #coffee #coffeelover #coffeetime #coffeebar #barista #baristalife #baristadaily",9,10
17867204102516739,2021-06-03,3,Thurs,1341,56,0,1501,4,0,60,https://www.instagram.com/reel/CXTBUlJLF2Q/,"Cucumber 🥒 Jalapeño and Raspberry Gin and Tonic 
❤️💚❤️💚❤️💚

-Cucumbers and Jalapeños/Raspberries
-muddle
-gin
-lemon
-tonic water

#christmascocktails #ginandtonic #ginandtonicday #cocktails #drinks #cocktailsofinstagram",6,05
18143621362161885,2021-05-16,6,Sun,4572,103,0,4806,20,17,140,https://www.instagram.com/reel/CXZEh-HPNuc/,"It beginning to taste a lot like Christmas with our cranberry clementine + rosemary cocktail 🎄 🎅
-clementines
-gin
-Clementine+rosemary syrup
-ice
-cranberries 
-lime juice
-club soda

#christmas #christmascocktails #cocktails #barista #gin #ginlovers",6,18
17914973473674199,2021-04-27,1,Tues,3591,115,1,3566,2,0,118,https://www.instagram.com/reel/CX3-kHTA41d/,"Have a Holly Jolly Christmas 🎄 

Peppermint mocha latte 

-chocolate
-espresso
-peppermint syrup
-milk

#peppermintmocha #peppermintmochalatte #coffee #coffeelover #christmas #christmascoffee #coffeetime",7,11
17903113987811347,2021-04-19,0,Mon,4041,140,1,4039,6,2,149,https://www.instagram.com/reel/CX4BIC8F9OI/,"Peppermint Irish Cream to celebrate the most wonderful time of the year 🤶 

-irish cream 
-ron @flordecanarum 
-peppermint extract
-shake
-serve with a piece of chocolate

#irishcream #baileys #pelpermint #cocktails #christmascocktails #christmas #cocktailsofinstagram",7,13
18219000340027366,2021-04-19,0,Mon,1311,39,1,1242,0,22,62,https://www.instagram.com/reel/CbPxsO9AHLf/,"That Fizz ✨👂
One of our favorite drinks, but with a little twist 😍
Moscow Mule 

-ginger beer
-lime juice
-rum 

#asmr #moscowmule #cocktails #moscowmuletime #rum #cocktailrecipes #rumlovers #bartender #bartenderlife #its5oclocksomewhere",10,01
17873642846346669,2021-04-17,5,Sat,3078,123,1,3028,13,3,140,https://www.instagram.com/reel/CbVRaV7tfrS/,"Ginger Iced Latte 

-ice
-coffee
-ginger extract
-simple syrup
-milk

#latte #coffee #coffeelover #lattegram #icedlatte #baristadaily #gingerlatte",7,15
17894740273992059,2021-04-16,4,Fri,11471,221,3,11472,14,10,248,https://www.instagram.com/reel/CblP4k4L-MQ/,"Tequila Sunrise 🌅 

-ice
-tequila
-orange juice
-grenadine 

#tequila #tequilasunrise #tequilashots #tequilacocktails #cocktailvideos",5,15
17889011900108537,2021-04-15,3,Thurs,8572,496,2,8475,18,22,538,https://www.instagram.com/reel/CbxkSV3pUzn/,"Blackberry Gin and Tonic 💙

-blackberries 
-ice
-gin
-lemon juice
-tonic water

#ginandtonic #mixology #blackberries #gintonic #gin",5,12
18108987103227030,2021-04-14,2,Weds,11211,464,8,11351,9,12,493,https://www.instagram.com/reel/Cc0_0mevzkJ/,"Whiskey Highball

-whiskey
-soda water

#whiskey #whiskeyhighball #whiskeylover #whiskeygram #cocktailvideos #cocktails #mixology",7,12
17894593024921843,2021-04-13,1,Tues,3328,233,0,3350,4,2,239,https://www.instagram.com/reel/Cc3lY32Jpc0/,"That Bloom 🥹
Are you more of an iced coffee or a hot coffee person? 

#coffee #coffeelover #coffeelover #coffeebrewing #coffeebloom #freshcoffee",6,12
17896304584962552,2021-04-12,0,Mon,3689,127,0,3696,4,1,132,https://www.instagram.com/reel/CdZScdJjRUg/,"Macua Milk Punch

-white rum
-lime juice
-orange juice
-guava juice
-milk

#rumcocktail #macua #milkpunchcocktail #cocktailvideos #cocktail @bacardi",5,14
17899044409904591,2021-04-11,6,Sun,9394,640,3,9656,15,39,697,https://www.instagram.com/reel/CeDL8BntKHk/,"Pineapple Jalapeño Paloma 🍍🌶 🕊

#paloma #tequila #milagrotequila @milagrotequila #tequilatequila",4,16
17867107580445557,2021-04-10,5,Sat,4563,335,0,4617,4,6,345,https://www.instagram.com/reel/CeGMo7svIoR/,"Gin and Tonic 🧊so simple yet so versatile 🖤🧡just add some fruit and you’ll create a unique experience every time 🍓🍑🍍🥝🥭🥥🫐

#ginandtonic #gin #cocktails #fruitcocktail",4,16
17956886152422156,2021-04-09,4,Fri,19552,844,2,20255,35,34,915,https://www.instagram.com/reel/CeyXq6QlMJ9/,"Ginger Old Fashioned🍊

-ginger simple syrup
-whiskey
-bitters
-orange peel

#oldfashioned #whiskey #whiskeylife #okdfashion #oldfashionedcocktail #cocktails #cocktailrecipes",7,12
18005639230312119,2021-04-08,3,Thurs,3417,175,0,3360,7,34,216,https://www.instagram.com/reel/CezpYFsvHRt/,"A little preview of what we do here ❤️

#cocktails #coffee #tea #bartender #mixologist #barista",6,13
17883630251099177,2021-04-07,2,Weds,5466,266,1,5527,13,11,291,https://www.instagram.com/reel/CfSQDWzPMpP/,"Spicy Watermelon Margarita 🌶🍉

-tajin rim @tajinusa @tajinmexico 
-watermelon
-fermented spicy honey
-more honey
-lime juice
-tequila
-ice
-mix 🤗

#margarita #watermelon #cocktails #cocktailrecipes #cocktailsofinstagram #margaritas #tajin #watermelonmargarita",8,12
17906758939792133,2021-04-06,1,Tues,10485,364,4,10793,34,16,418,https://www.instagram.com/reel/CfXadHFLdMS/,"Macua 🇳🇮🍊

-lime juice
-orange juice
-white rum
-guava juice

#macua #rum #whiterum #cocktails #rumcocktails #mixologist",6,12
17910386635698062,2021-04-05,0,Mon,23972,701,1,24206,28,15,745,https://www.instagram.com/reel/CfpGIslF-Ez/,"Easy and refreshing 🧊🫧 coffee☕️ for a bad hair day 🤭

#coffee #coffeesoda #bartenderlife #barista #coffeetime #coffeelover",6,12
17956429033417503,2021-04-04,6,Sun,9763,447,0,10180,19,15,481,https://www.instagram.com/reel/CfrdsKpPzg9/,"Maracuya Macua 🧡💛💕

-rum
-guava juice
-maracuya juice
-orange juice
-citric acid
-orange bitters

#macua #nicaragua #cocktails #rum #drink #its5oclocksomewhere",6,13
17842297982578353,2021-04-03,5,Sat,23302,872,3,22996,86,33,994,https://www.instagram.com/reel/Cfz5TNephA0/,"White Sangria 🤍🍷🍑🍊

#sangria #whitesangria #wine #cocktails",4,15
18087997126247426,2021-04-02,4,Fri,21269,930,1,21602,40,47,1018,https://www.instagram.com/reel/Cf1oW_WOORm/,"Peach Melon Gin & Tonic 🍑🧡💛

-peach
-melon
-ice
-lime juice
-gin
-@fevertreemixers tonic water

#gin #gintonic #cocktails #ginandtonic",4,22
17867279756434958,2021-04-01,3,Thurs,8105,319,0,8224,20,3,342,https://www.instagram.com/reel/Cf4viNPuiYj/,"Mega throwback to when we were in college 🤭
Boba Vietnamese milk tea with cheese foam 🧋🥛🧀

-boba 
-ice
-condensed milk
-milk
-white tea
Cheese Foam:
-cream cheese
-powdered sugar
-milk
-heavy cream

#boba #bobatea #bobamilktea #milktea #milkteatime #whitetea #tea #teatime #vietnamesetea",9,19
17865548927371449,2021-03-30,1,Tues,6566,509,0,6652,19,13,541,https://www.instagram.com/reel/CgHrs1HMBRU/,"Coconut Margarita 🥥🌴

-lime juice
-coconut milk
-homemade chilli honey
-honey
-tequila @eljimadortequila 

#tequila #coconutmargarita #margarita #tropicalvibes #tropicalcocktails #cocktails #eljimador #coconutcocktail #asmr",9,12
17937044905482837,2021-03-29,0,Mon,14029,524,2,14086,14,12,552,https://www.instagram.com/reel/CgNSvlWD3kW/,"Mocha Latte 🍫 ☕️ 🥛 

#coffee #coffeetime #coffeelover #coffeeaddict #mocha #mochalatte #latte #lattegram #asmr",9,12
17940346606466721,2021-03-27,5,Sat,42083,1116,6,41149,81,96,1299,https://www.instagram.com/reel/CgSnvYVl1cd/,"Watermelon Chelada 🍉 

@corona #michelada #micheladatime #asmr #cocktails #chelada #beer #cerveza",7,14
18171056482101462,2021-03-26,4,Fri,32068,1225,11,31876,69,27,1332,https://www.instagram.com/reel/CgaLv5fpsRO/,"Japanese Highball 🍋 ✨

-whiskey
-seltzer 
-lemon oil
-lemon peel

#japanesehighball #highball #whiskey #whiskeygram #cocktails #asmr",6,11
17877165770251528,2021-03-25,3,Thurs,4886,185,2,4785,9,2,198,https://www.instagram.com/reel/CgfwZW7MkO9/,"What’s your favorite drink? 

#coffee #matcha #miami #florida #america #drinks #cocktails",7,12
18172456429102569,2021-03-24,2,Weds,22275,748,12,22364,38,45,843,https://www.instagram.com/reel/CgkgeuHOrHe/,"Cucumber Jalapeño Margarita 🥒

-cucumber
-jalapeño 
-lime juice
-honey
-fermented honey
-tequila
-ice

#tequila #margarita #cucumbermargarita #jalapeño #spicymargarita #florida #miami #miamibeach",8,23
18204748156028373,2021-03-23,1,Tues,7772,113,1,7827,0,0,114,https://www.instagram.com/reel/CgrrItwNRCx/,#miami #miamibeach #florida #drinks #coffee #matcha #cocktails,7,16
17844210005552015,2021-03-22,0,Mon,152282,6516,30,147010,396,373,7315,https://www.instagram.com/reel/Chi1Julsjf7/,"Jelly iced coffee 🤎🧊🥛

coffee Jelly:
-coffee
-unflavored gelatin 
-boiling water
-brown sugar

Iced Coffee:
-coffee jelly
-ice
-ginger brown sugar syrup
-milk
-cold brew

#coffee #coffeejelly #icedcoffee #coldbrew #miami #miamibeach #miaminightlife #florida #floridalife",9,12
17955434395413882,2021-03-21,6,Sun,128272,3990,27,124490,426,276,4719,https://www.instagram.com/reel/ChqAbSROPaj/,"Funky mojito 🍑 🌱 ❤️💚

-peach
-mint
-simple syrup
-lime juice
- ice
- rum
- sparkling water @drinkspindrift 

#mojito #mojitos #miami #fyp #ftlauderdale #florida #drinks #drink #cocktails",9,16
17886434153078688,2021-03-21,6,Sun,30877,693,7,30843,40,72,812,https://www.instagram.com/reel/Ch2mbjmDKhg/,"New obsession 💚
Caramel brown sugar matcha latte 🧋

-boba
-ginger brown sugar syrup
-salted caramel @talenti ice cream
-milk
-matcha

#matchalatte #matcha #matchalover #latte #florida #floridalife #floridakeys #fortlauderdale #miami #fyp #viral",11,04
17872672535264962,2021-03-21,6,Sun,1682,34,0,1664,1,0,35,https://www.instagram.com/reel/Ch74mobPh6Z/,"Cuba Libre 🇨🇺

Coke, rum, and lime 💚

#cubalibre #cocktails #cocktail #rum @diplomaticorum #asmr #fl #f #florida #miami",9,03
17899694494848081,2021-03-21,6,Sun,3083,89,4,3126,8,14,115,https://www.instagram.com/reel/CiGc7abtd20/,"New favorite way to make cocktails 🍉💚❤️
Watermelon Paloma 🕊

-chamoy tajin rim
- ice
- watermelon juice
- lime juice
- @milagrotequila 
- @fevertreemixers pink grapefruit

#watermelon #delicious #margarita #paloma #miami #california #fyp #nicaragua #asmr #drinks #cocktails #tequila #viral",13,03
17924763499527258,2021-03-21,6,Sun,1902,65,0,1943,9,2,76,https://www.instagram.com/reel/CiNrqX_MvU6/,"Michelada, the perfect drink for a long weekend with the fam ❤️

- salt rim
- ice
- lemon juice
- Worcestershire
- pepper
- beer

#beer #michelada #longweekend #cocktails #drinks #asmr #laborday #miami #california #fortlauderdale #florida #laketahoe #fyp #viral",14,03
18073354111271198,2021-03-21,6,Sun,298,19,0,290,1,1,21,https://www.instagram.com/reel/CiSpxhHjO1K/,"Caffeine 😍 with a touch of raspberry basil 🌿 ♥️

#caffeine #coffee #icedcoffee #icedlatte #reels #coffeelover",6,03
